,x,y
0,1.0,0.0
1,1.0256410256410255,0.0
2,1.0512820512820513,0.0
3,1.0769230769230769,0.0
4,1.1025641025641026,0.0
5,1.1282051282051282,0.0
6,1.1538461538461537,0.0
7,1.1794871794871795,0.0
8,1.205128205128205,0.0
9,1.2307692307692308,0.0
10,1.2564102564102564,0.0
11,1.282051282051282,0.0
12,1.3076923076923077,0.0
13,1.3333333333333333,0.0
14,1.358974358974359,0.0
15,1.3846153846153846,0.0
16,1.4102564102564101,0.0
17,1.435897435897436,0.0
18,1.4615384615384615,0.0
19,1.4871794871794872,0.0
20,1.5128205128205128,0.0
21,1.5384615384615383,0.0
22,1.564102564102564,0.0
23,1.5897435897435899,0.0
24,1.6153846153846154,0.0
25,1.641025641025641,0.0
26,1.6666666666666665,0.0
27,1.6923076923076923,0.0
28,1.717948717948718,0.0
29,1.7435897435897436,0.0
30,1.7692307692307692,0.0
31,1.7948717948717947,0.0
32,1.8205128205128205,0.0
33,1.8461538461538463,0.0
34,1.8717948717948718,0.0
35,1.8974358974358974,0.0
36,1.923076923076923,0.0
37,1.9487179487179487,0.0
38,1.9743589743589745,0.0
39,2.0,0.0
40,2.0,0.0
41,1.9997482553477501,0.031731927669615856
42,1.9989930847663702,0.0634558669961353
43,1.997734678366016,0.0951638316474846
44,1.9959733529437689,0.126847839313129
45,1.9937095519038848,0.1584999137135769
46,1.9909438451461692,0.19011208660836534
47,1.9876769289225082,0.22167639980202203
48,1.9839096256615907,0.25318490714749853
49,1.9796428837618654,0.2846296765465703
50,1.9748777773527886,0.3160027919466998
51,1.969615506024416,0.34729635533386066
52,1.9638573945254134,0.37850248872082043
53,1.9576048924295575,0.40961333613038137
54,1.950859573770814,0.4406210655730813
55,1.9436231366470833,0.47151787101885445
56,1.9358974027927125,0.5022959743621584
57,1.927684317119884,0.53294762738007
58,1.9189859472289947,0.5634651136828593
59,1.9098044828881477,0.5938407506565497
60,1.9001422354818909,0.6240668913969742
61,1.890001637429337,0.6541359266348432
62,1.8793852415718169,0.6840402866513374
